"SC","名称","決算期","決算発表日（本決算）","売上高（百万円）","営業利益（百万円）","経常利益（百万円）","当期利益（百万円）","総資産（百万円）","自己資本（百万円）","資本金（百万円）","有利子負債（百万円）","自己資本比率","ROE","ROA","発行済株式数"
"8894","REVOLUTION","202210","20221215","2026","-69","-67","3","3598","1677","100","1400","46.6","0.18","0.1","400000510"
"8897","MIRARTHホールディングス","202203","20220513","162744","11877","10258","6215","223473","59110","4819","127648","26.5","10.97","2.91","121000000"
"8898","センチュリー21・ジャパン","202203","20220426","3726","867","914","741","7190","6150","517","-","85.5","11.96","10.37","11325000"
"8903","サンウッド","202203","20220513","13215","549","322","228","26543","4696","1587","19720","17.7","4.91","0.99","4894000"
"8904","AVANTIA","202208","20221011","58753","2325","2420","1870","60683","26887","3732","27436","44.3","7.13","3.28","14884300"
"8905","イオンモール","202202","20220407","316813","38228","32540","19278","1463256","416457","42374","619797","28.5","4.86","1.35","227559339"
"8908","毎日コムネット","202205","20220713","18891","1783","1697","1106","26527","10453","775","11636","39.4","10.89","4.27","18000000"
"8912","エリアクエスト","202206","20220810","2181","177","173","103","3700","1658","991","568","44.8","6.62","2.92","20250000"
"8914","エリアリンク","202212","20230214","20878","3742","3758","2883","45643","23072","6111","12183","50.5","13.09","6.56","12940900"
"8917","ファースト住建","202210","20221215","39965","3219","3155","2050","52999","36608","1584","8349","69.1","5.71","3.95","16901900"
"8918","ランド","202202","20220414","3026","1444","1591","1670","7170","6184","50","666","86.2","30.97","25.29","1440974000"
"8919","カチタス","202203","20220513","101269","13127","12697","6845","62644","32562","3778","18500","52","22.57","11.59","78650640"
"8920","東祥","202203","20220510","27319","4485","4546","2424","77979","36914","1580","24618","47.3","6.78","3.13","38315000"
"8923","トーセイ","202211","20230112","70953","13514","12753","8607","210955","72290","6624","124847","34.3","12.45","4.24","48683800"
"8925","アルデプロ","202207","20220914","22616","3196","2890","2358","14239","7612","2428","3745","53.5","35.34","17.55","33723415"
"8927","明豊エンタープライズ","202207","20220914","11160","1116","932","640","13987","5530","100","7122","39.5","12.07","5","30539900"
"8928","穴吹興産","202206","20220810","111339","6970","7068","4187","113337","32756","755","57189","28.9","13.43","3.68","11535600"
"8929","青山財産ネットワークス","202212","20230210","35952","2629","2499","1694","21757","8266","1210","8133","38","22.03","8.65","24520859"
"8931","和田興産","202202","20220408","41785","3883","3162","2337","98302","26656","1403","50664","27.1","9.07","2.45","11100000"
"8934","サンフロンティア不動産","202203","20220513","71251","12127","12215","7415","136512","71283","11965","51073","52.2","10.75","5.62","48755500"
"8935","FJネクストホールディングス","202203","20220513","82258","9095","9080","6338","82659","58917","2774","12642","71.3","11.24","7.59","34646500"
"8938","グローム・ホールディングス","202203","20220627","2470","340","346","208","8900","7561","3049","310","85","2.79","2.42","9051000"
"8940","インテリックス","202205","20220714","36139","1364","1061","643","40932","11960","2253","26362","29.2","5.46","1.67","8932100"
"8944","ランドビジネス","202209","20221110","4645","305","-146","266","54212","18463","4969","31574","34.1","1.44","0.49","26780800"
"8945","サンネクスタグループ","202206","20220810","8696","882","932","1976","10625","7356","972","-","69.2","24.48","16.75","10749700"
"8946","ASIANSTAR","202212","20230213","2490","48","42","55","3129","1701","1992","557","54.4","3.3","1.78","19308200"
"8995","誠建設工業","202203","20220513","3141","210","212","144","5873","3597","578","1898","61.2","4.04","2.51","2012000"
"8996","ハウスフリーダム","202212","20230210","12966","662","553","420","15103","3035","328","10887","20.1","14.46","2.9","4110000"
"8999","グランディハウス","202203","20220509","54884","4022","3810","2583","60901","24593","2077","28806","40.4","10.82","4.34","30823200"
"9001","東武鉄道","202203","20220428","506023","24732","27406","13453","1689855","452567","102135","803171","26.8","3","0.8","209815421"
"9003","相鉄ホールディングス","202203","20220426","216684","3998","3294","1855","623412","139627","38803","353150","22.4","1.33","0.3","98145499"
"9005","東急","202203","20220513","879112","31544","34998","8782","2479182","702968","121724","1195756","28.4","1.25","0.35","624869876"
"9006","京浜急行電鉄","202203","20220511","265237","3510","5065","12529","912385","254625","43738","489668","27.9","5","1.36","275760547"
"9007","小田急電鉄","202203","20220428","358753","6152","4699","12116","1285230","346863","60359","690022","27","3.48","0.93","368497717"
"9008","京王電鉄","202203","20220502","299872","740","5366","5585","906212","342321","59023","375714","37.8","1.63","0.61","128550830"
"9009","京成電鉄","202203","20220428","214157","-5201","-3191","-4438","900346","369764","36803","310321","41.1","-1.19","-0.49","172411185"
"9010","富士急行","202203","20220511","35083","761","489","376","98336","23731","9126","59107","24.1","1.58","0.38","54884738"
"9012","秩父鉄道","202203","20220513","4352","-287","-192","-47","23703","10022","750","5465","42.3","-0.47","-0.2","1500000"
"9017","新潟交通","202203","20220513","14440","-66","-229","-434","56694","16270","4220","29655","28.7","-2.64","-0.76","3864000"
"9020","東日本旅客鉄道","202203","20220427","1978967","-153938","-179501","-94948","9091424","2394928","200000","4373737","26.3","-3.85","-1.05","377932400"
"9021","西日本旅客鉄道","202203","20220428","1031103","-119091","-121047","-113198","3702421","968939","226136","1739074","26.2","-12.43","-3.15","244001600"
"9022","東海旅客鉄道","202203","20220426","935139","1708","-67299","-51928","9450519","3564079","112000","4972428","37.7","-1.44","-0.55","206000000"
"9024","西武ホールディングス","202203","20220512","396856","-13216","-17440","10623","1703442","311142","50000","910923","18.3","3.48","0.62","323462920"
"9025","鴻池運輸","202203","20220513","301373","10288","11845","7988","257764","110933","1723","71676","43","7.52","3.09","56952442"
"9028","ゼロ","202206","20220810","107045","3912","3947","2535","54895","30068","3390","4003","54.8","8.69","4.79","17560242"
"9029","ヒガシトゥエンティワン","202203","20220511","27953","1475","1670","1120","18140","9863","1001","2609","54.4","11.93","6.6","13264000"
"9031","西日本鉄道","202203","20220512","427159","10451","13953","9873","734500","172594","26157","347793","23.5","5.86","1.37","79360186"
"9033","広島電鉄","202203","20220512","27395","-4523","-4447","-1053","92503","37814","2335","26693","40.9","-2.76","-1.14","30445500"
"9034","南総通運","202203","20220513","14299","1480","1503","1033","32907","19698","538","9743","59.9","5.35","3.2","5000000"
"9036","東部ネットワーク","202203","20220510","8839","404","454","273","22339","18806","553","-","84.2","1.46","1.23","5749000"
"9037","ハマキョウレックス","202203","20220511","125094","11114","11957","7117","135672","71558","6547","22697","52.7","10.35","5.37","19012000"
"9039","サカイ引越センター","202203","20220506","103884","10790","11286","6711","103542","75948","4731","3589","73.3","9.06","6.61","21162000"
"9041","近鉄グループホールディングス","202203","20220513","691512","3864","30658","42755","1895770","378621","126476","1060087","20","12.23","2.22","190662061"
"9042","阪急阪神ホールディングス","202203","20220513","746217","39212","38450","21418","2722841","870349","99474","1082213","32","2.47","0.8","254281385"
"9044","南海電気鉄道","202203","20220428","201793","12190","9931","4021","920976","248005","72983","482486","26.9","1.63","0.43","113402446"
"9045","京阪ホールディングス","202203","20220511","258118","13408","16485","9589","737261","251241","51466","345310","34.1","3.87","1.28","113182703"
"9046","神戸電鉄","202203","20220512","20517","1065","652","519","92351","20626","11710","58837","22.3","2.54","0.56","8061566"
"9048","名古屋鉄道","202203","20220511","490919","2932","13135","9370","1186897","383324","101158","454653","32.3","2.48","0.79","196700692"
"9049","京福電気鉄道","202203","20220511","11603","500","883","673","20152","7312","1000","7745","36.3","9.65","3.29","2000000"
"9051","センコン物流","202203","20220513","16727","815","814","489","17539","4814","1262","8185","27.4","10.54","2.74","5651000"
"9052","山陽電気鉄道","202203","20220513","34151","1499","1787","5967","108755","46971","10090","37935","43.2","13.44","5.73","22330598"
"9055","アルプス物流","202203","20220428","113814","6021","6166","3598","92020","53109","2349","3044","57.7","7.02","4.07","35474400"
"9057","遠州トラック","202203","20220513","42751","3216","3299","2342","31591","18607","1284","6417","58.9","13.18","7.63","7546000"
"9058","トランコム","202203","20220427","162984","7990","8190","5291","69636","47186","1080","-","67.8","11.75","7.82","10324150"
"9059","カンダホールディングス","202203","20220513","47645","3028","3097","1948","41247","20547","1772","7018","49.8","9.82","4.75","11654360"
"9060","日本ロジテム","202203","20220516","58100","1029","1048","632","44212","12760","3145","16017","28.9","5.16","1.46","1383310"
"9063","岡山県貨物運送","202203","20220513","39277","1205","1405","1242","42556","19063","2420","13975","44.8","6.69","2.93","2200000"
"9064","ヤマトホールディングス","202203","20220510","1793618","77199","84330","55956","1086854","590543","127234","15000","54.3","9.59","5.14","379824892"
"9065","山九","202203","20220510","553831","34465","35432","22636","462467","245955","28619","45686","53.2","9.41","4.92","61757978"
"9066","日新","202203","20220509","192699","9098","9859","6365","144898","71594","6097","29990","49.4","9.43","4.58","20272769"
"9067","丸運","202203","20220511","46705","665","773","465","39106","23778","3559","4435","60.8","1.96","1.16","28965449"
"9068","丸全昭和運輸","202203","20220512","136850","11820","12567","8579","170919","106661","10117","32958","62.4","8.34","5.22","20612844"
"9069","センコーグループホールディングス","202203","20220513","623139","24771","26103","15233","480487","146818","28479","185186","30.6","10.82","3.33","157070496"
"9070","トナミホールディングス","202203","20220512","135361","7369","7906","5110","154263","80439","14182","27358","52.1","6.5","3.35","9761011"
"9072","ニッコンホールディングス","202203","20220513","198159","19512","21584","14741","339475","218480","11316","65033","64.4","6.92","4.46","65739892"
"9073","京極運輸商事","202203","20220513","8970","151","204","153","7661","3770","160","1386","49.2","4.05","1.96","3200000"
"9074","日本石油輸送","202203","20220511","34262","1458","1630","1088","35649","21406","1661","450","60","5.17","3.06","3322935"
"9075","福山通運","202203","20220511","291266","22091","23196","16763","478147","252543","30310","117015","52.8","6.42","3.53","50770363"
"9076","セイノーホールディングス","202203","20220513","607657","27545","30269","17255","685266","429892","42481","39481","62.7","4.06","2.54","207679783"
"9078","エスライン","202203","20220513","48254","1314","1431","966","41643","25660","2237","3094","61.6","3.82","2.34","11095203"
"9081","神奈川中央交通","202203","20220427","97777","1008","2586","1838","146906","48741","3160","51643","33.2","3.69","1.2","12600000"
"9082","大和自動車交通","202203","20220513","15271","-1234","-27","1818","30159","9252","525","13055","30.7","21.99","6.1","5250000"
"9083","神姫バス","202203","20220513","38814","300","1079","2137","58944","42981","3140","3790","72.9","5.09","3.68","6172000"
"9087","タカセ","202203","20220512","8654","277","329","267","10011","6625","2133","2079","66.2","4.14","2.65","1054513"
"9090","AZ-COM丸和ホールディングス","202203","20220510","133000","8649","9139","6125","85909","28945","2667","31050","33.7","22.41","7.7","128936320"
"9099","C＆Fロジホールディングス","202203","20220510","110868","4482","5105","3316","88559","44939","4000","11999","50.7","7.58","3.82","25690766"
"9101","日本郵船","202203","20220509","2280775","268939","1003154","1009105","3080023","1713714","144319","704988","55.6","86.28","38.77","510165294"
"9104","商船三井","202203","20220428","1269310","55005","721779","708819","2686701","1274571","65400","988471","47.4","76.53","29.64","362010900"
"9107","川崎汽船","202203","20220509","756983","17663","657504","642424","1574960","884634","75457","365536","56.2","116.5","50.39","250712389"
"9110","NSユナイテッド海運","202203","20220428","195941","26711","26606","23582","274871","118189","10300","119314","43","21.98","8.64","23970679"
"9115","明治海運","202203","20220513","45815","4401","4346","3277","237569","23973","1800","173725","10.1","15.23","1.48","36000000"
"9119","飯野海運","202203","20220510","104100","7524","9431","12526","247130","91310","13092","120928","36.9","14.65","5.08","108900000"
"9127","玉井商船","202203","20220516","6734","1542","1590","1190","12182","5734","702","3985","47.1","23.3","10.33","1932000"
"9130","共栄タンカー","202203","20220511","12141","420","17","882","73496","15116","2850","53392","20.6","6.08","1.24","7650000"
"9142","九州旅客鉄道","202203","20220510","329527","3944","9237","13250","951980","388332","16000","323186","40.8","3.4","1.44","157301600"
"9143","SGホールディングス","202203","20220428","1588375","155713","160289","106733","921793","496342","11882","116820","53.8","23.86","12.47","640394400"
"9145","ビーイングホールディングス","202212","20230214","23022","1301","1376","873","14562","4912","677","4853","33.7","19.27","6.09","5877500"
"9147","NIPPON_EXPRESSホールディングス","202212","20230214","2619746","128716","137323","109809","1730922","748204","70175","228609","43.2","14.68","6.34","90599225"
"9171","栗林商船","202203","20220513","45255","104","630","90","69431","20172","1215","20537","29.1","0.45","0.13","12739696"
"9173","東海汽船","202212","20230214","13929","452","299","180","23705","4879","1100","13549","20.6","3.75","0.76","2200000"
"9193","東京汽船","202203","20220513","10699","-590","-328","-192","28905","20185","500","1876","69.8","-0.95","-0.69","10010000"
"9201","日本航空","202203","20220506","682713","-234767","-246617","-177551","2371658","799737","273200","928463","33.7","-20.32","-7.93","437143500"
"9202","ANAホールディングス","202203","20220428","1020324","-173127","-184935","-143628","3218433","797249","467601","1740063","24.8","-15.92","-4.47","484293561"
"9204","スカイマーク","-","-","-","-","-","-","-","-","-","-","-","-","-","60329400"
"9206","スターフライヤー","202203","20220428","21131","-6465","-6054","-4986","20089","1337","1393","4156","6.7","-131.28","-18.87","3508840"
"9211","エフ・コード","202212","20230214","1071","230","225","194","2863","729","263","1891","25.5","31.8","10.47","5232500"
"9212","Green_Earth_Institute","202209","20221114","585","-99","-113","-234","3384","2217","1596","195","65.5","-15.51","-10.38","11231500"
"9213","セイファート","202212","20230214","2241","234","218","149","1814","1037","266","130","57.2","19.39","8.07","1320800"
"9214","Recovery_International","202212","20230213","1385","154","149","108","784","544","203","39","69.4","27.94","17.17","1414000"
"9215","CaSy","202211","20230113","1335","33","22","9","443","218","158","70","49.2","6.67","2.52","1892000"
"9216","ビーウィズ","202205","20220714","32405","2565","2591","1776","10490","6601","692","-","62.9","32.86","18.72","13768600"
"9218","メンタルヘルステクノロジーズ","202212","20230214","2288","369","345","265","1296","655","530","181","50.5","58.76","27.05","9901300"
"9219","ギックス","202206","20220812","1057","99","94","72","1995","1645","285","145","82.5","5.08","4.06","5581300"
"9220","エフビー介護サービス","202203","20220513","9185","649","647","528","7698","2008","190","3779","26.1","30.26","6.6","2676000"
"9221","フルハシEPO","202203","20220512","7716","787","837","569","9258","2115","310","4415","22.8","29.6","6.25","11760800"
"9227","マイクロ波化学","-","-","-","-","-","-","-","-","-","-","39.5","-16.18","-6.7","15316200"
"9229","サンウェルズ","-","-","-","-","-","-","-","-","-","-","9.6","32.76","3.69","35220000"
"9232","パスコ","202203","20220511","56565","4069","4113","2459","69742","23348","8758","32900","33.5","10.98","3.59","14418025"
"9233","アジア航測","202209","20221111","33674","2465","2744","1727","31533","18190","1673","471","57.7","9.79","5.71","18614000"
"9240","デリバリーコンサルティング","202207","20220914","2131","352","359","241","1380","902","145","126","65.4","33.01","19.2","4675500"
"9241","フューチャーリンクネットワーク","202208","20221013","1254","-54","-56","-71","713","282","267","150","39.6","-22.36","-9.12","829250"
"9242","メディア総研","202207","20220913","776","182","184","131","1204","1052","236","-","87.4","16.08","13.67","1196700"
"9244","デジタリフト","202209","20221114","2633","185","198","147","1457","772","136","330","53","22.58","11.15","1554300"
"9245","リベロ","202212","20230214","2555","77","77","50","3460","1892","424","-","54.7","2.68","1.54","5315950"
"9246","プロジェクトカンパニー","202212","20230214","4352","958","948","676","4285","2790","970","667","65.1","24.23","15.78","5762950"
"9247","TREホールディングス","202203","20220516","68234","7659","7547","4742","129524","62595","10000","47323","48.3","7.58","3.66","52610712"
"9248","人・夢・技術グループ","202209","20221114","37604","3397","3891","2333","33463","19743","3107","876","59","11.82","6.97","9416000"
"9249","日本エコシステム","202209","20221114","7220","798","856","408","6487","3739","761","1633","57.6","14.06","6.52","2695400"
"9250","GRCS","202211","20230113","2398","-187","-187","-209","1500","445","299","567","29.7","-46.97","-13.93","1309800"
"9251","AB＆Company","202210","20221215","12592","1365","1284","830","23053","7910","169","6809","34.3","11.18","3.92","15101914"
"9252","ラストワンマイル","202208","20221014","6544","-32","-30","-54","3023","1119","340","725","37","-","-","2778118"
"9253","スローガン","202202","20220414","1418","258","283","207","1999","1227","503","20","61.4","24.1","13.06","2709575"
"9254","ラバブルマーケティンググループ","202203","20220512","1388","200","187","91","1326","448","266","419","33.8","33.39","8.63","1446775"
"9256","サクシード","202203","20220513","2591","424","421","280","2199","1706","333","-","77.6","21.6","16.14","3500000"
"9257","YCPホールディングス（グローバル）リミテッド（外国株）","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"9258","CS-C","202209","20221114","2182","243","243","148","2631","2152","758","24","81.8","10.81","8.06","6572800"
"9259","タカヨシ","202209","20221114","6438","964","913","471","6726","1799","695","2199","26.7","51.36","8.19","5559080"
"9260","西本Wismettacホールディングス","202212","20230214","275209","10498","10787","6815","179215","71544","2646","67549","39.9","10.41","4.25","14353140"
"9262","シルバーライフ","202207","20220913","11215","561","709","401","8859","5304","725","2190","59.9","7.84","4.68","10810800"
"9263","ビジョナリーホールディングス","202204","20220617","26068","-120","240","-1612","17122","3501","142","4797","20.4","-37.95","-8.71","37931415"
"9264","ポエック","202208","20221014","5806","274","293","-23","8141","2675","1062","4490","32.9","-0.84","-0.28","2353500"
"9265","ヤマシタヘルスケアホールディングス","202205","20220714","55145","930","1003","696","24086","7981","494","-","33.1","8.95","2.88","2553000"
"9267","Genky_DrugStores","202206","20220726","154639","5675","6087","4420","97118","36186","1008","30934","37.3","12.94","4.7","15484384"
"9268","オプティマスグループ","202203","20220513","45538","3071","3072","2544","42012","14651","437","22474","34.9","19.37","7","16137780"
"9270","バリュエンスホールディングス","202208","20221014","63385","1888","1791","969","23249","7536","1146","12294","32.4","13.23","4.62","13427550"
"9271","和心","202212","20230213","996","-203","-220","-82","665","-480","640","588","-","-","-13.32","3682500"
"9272","ブティックス","202203","20220510","2091","586","591","349","2328","1285","261","132","55.2","31.46","17.44","5080200"
"9273","コーア商事ホールディングス","202206","20220810","20353","3807","3753","2359","26249","18665","522","3490","71.1","13.34","9.24","39619980"
"9274","KPPグループホールディングス","202203","20220513","563414","9379","8844","7497","290707","56292","4723","80237","19.4","15.03","2.65","73244408"
"9275","ナルミヤ・インターナショナル","202202","20220412","30985","1401","1333","820","14521","4901","255","3817","33.8","17.62","5.62","10122830"
"9278","ブックオフグループホールディングス","202205","20220711","91538","1766","2307","1449","45096","16359","100","16952","36.3","9.92","3.39","20547413"
"9279","ギフトホールディングス","202210","20221215","17015","1571","2442","1538","9905","5432","793","1749","54.8","32.22","16.92","9967492"
"9301","三菱倉庫","202203","20220428","257230","18144","23151","17892","562187","344085","22393","102896","61.2","5.36","3.26","81960739"
"9302","三井倉庫ホールディングス","202203","20220510","301022","25939","25553","14503","258297","79459","11100","93996","30.8","20.4","5.84","24921802"
"9303","住友倉庫","202203","20220513","231461","27748","30421","19703","373720","203477","14922","86099","54.4","10.04","5.45","79997315"
"9304","澁澤倉庫","202203","20220512","71746","4516","6924","5257","108991","53335","7847","35884","48.9","10.39","4.93","15217747"
"9305","ヤマタネ","202203","20220513","46765","3002","2655","1832","123425","42608","10555","56159","34.5","4.42","1.49","11344181"
"9306","東陽倉庫","202203","20220511","28366","1364","2105","1443","43248","22173","3412","13600","51.3","6.66","3.35","39324953"
"9307","杉村倉庫","202203","20220428","10191","1175","1142","800","21907","14540","2628","4932","66.4","5.64","3.58","16414110"
"9308","乾汽船","202203","20220513","37597","13366","13550","11848","66137","29882","2767","27089","45.2","49.48","19.98","26072960"
"9310","日本トランスシティ","202203","20220513","116750","6669","8368","5597","129886","70208","8428","29680","54.1","8.3","4.38","67142417"
"9311","アサガミ","202203","20220513","41526","1983","2160","1263","46664","18039","2189","15282","38.7","7.21","2.68","1418000"
"9312","ケイヒン","202203","20220510","54108","3140","3286","2263","41989","21493","5376","9663","51.2","11","5.35","6536445"
"9313","丸八倉庫","202211","20230113","4763","572","577","360","18382","10610","2527","5892","57.7","3.44","1.96","7300000"
"9318","アジア開発キャピタル","202203","20220520","1077","126","-288","-1988","7516","2423","6275","-","32.2","-62.34","-28.63","1561102123"
"9319","中央倉庫","202203","20220513","23931","1866","2080","1352","53306","41002","2734","5392","76.9","3.32","2.59","19064897"
"9322","川西倉庫","202203","20220511","23618","784","862","523","36883","17643","2108","10465","47.8","3.01","1.48","8258322"
"9324","安田倉庫","202203","20220509","53040","2910","4037","2873","159082","74578","3602","56155","46.9","3.82","1.88","30360000"
"9325","ファイズホールディングス","202203","20220510","18045","575","572","368","5835","2055","326","852","35.2","19.66","7.31","10822800"
"9326","関通","202202","20220414","10099","729","687","463","9484","2726","785","4918","28.7","21.45","5.44","10308150"
"9327","イー・ロジット","202203","20220513","12208","-195","-190","-342","5239","1767","522","716","33.7","-17.89","-6.67","3500800"
"9336","大栄環境","-","-","-","-","-","-","-","-","-","-","-","-","-","99892900"
"9337","トリドリ","202212","20230213","2054","-370","-393","-565","2238","1054","897","352","47.1","-104.73","-32.94","3096400"
"9338","INFORICH","202212","20230214","4389","-1397","-1177","-1241","5992","2427","218","767","40.5","-40.7","-21.24","9275100"
"9339","コーチ・エィ","202212","20230210","3600","473","517","418","4399","2873","480","-","65.3","18.51","11.12","2301900"
"9340","アソインターナショナル","-","-","-","-","-","-","-","-","-","-","-","-","-","4850000"
"9341","GENOVA","-","-","-","-","-","-","-","-","-","-","-","-","-","17256100"
"9342","スマサポ","-","-","-","-","-","-","-","-","-","-","-","-","-","2405200"
"9343","アイビス","-","-","-","-","-","-","-","-","-","-","-","-","-","3488783"
"9344","アクシスコンサルティング","-","-","-","-","-","-","-","-","-","-","-","-","-","4620000"
"9345","ビズメイツ","-","-","-","-","-","-","-","-","-","-","-","-","-","1580000"
"9346","ココルポート","-","-","-","-","-","-","-","-","-","-","-","-","-","3454450"
"9347","日本管財ホールディングス","-","-","-","-","-","-","-","-","-","-","-","-","-","41180306"
"9351","東洋埠頭","202203","20220513","36123","1479","1769","1132","47578","22732","8260","14672","47.8","5.09","2.53","7740000"
"9353","櫻島埠頭","202203","20220513","4198","108","217","177","7576","4627","770","1463","61.1","3.96","2.4","1540000"
"9355","リンコーコーポレーション","202203","20220512","12694","124","376","455","36686","15223","1950","11020","41.5","3.14","1.24","2700000"
"9360","鈴与シンワート","202203","20220513","14458","366","405","275","9964","2792","802","2286","28","10.21","2.73","3000000"
"9361","伏木海陸運送","202206","20220810","12209","781","937","412","22217","9940","1850","6325","44.7","4.21","1.84","2615400"
"9362","兵機海運","202203","20220512","16087","488","523","358","12618","3456","612","6895","27.4","10.95","2.95","1224000"
"9363","大運","202203","20220512","8765","325","425","309","5005","2802","2394","934","56","10.9","6.17","6228039"
"9364","上組","202203","20220513","261681","28524","30875","20861","434734","366141","31642","-","84.2","5.82","4.91","116376837"
"9365","トレーディア","202203","20220513","18390","298","444","306","10112","3225","735","4580","31.9","9.98","3.15","1470000"
"9366","サンリツ","202203","20220513","18525","1060","1107","759","20483","9306","2523","6045","45.4","8.53","3.77","6006373"
"9367","大東港運","202203","20220513","16604","1073","1192","832","13277","7616","856","1661","57.4","11.52","6.51","9389000"
"9368","キムラユニティー","202203","20220428","57082","2938","3670","2181","55906","31970","3580","4845","57.2","7.11","3.97","23543800"
"9369","キユーソー流通システム","202211","20230110","179649","3695","3259","1458","118976","41390","4063","35832","34.8","3.65","1.27","25355800"
"9376","ユーラシア旅行社","202209","20221107","502","-401","-105","-123","2214","1726","312","-","78","-6.88","-5.71","3690000"
"9377","エージーピー","202203","20220509","10381","121","236","11","14250","9357","2038","1127","65.7","0.12","0.08","13510000"
"9380","東海運","202203","20220513","39613","684","889","635","37353","16063","2294","6434","43","4.03","1.73","28923000"
"9381","エーアイテイー","202202","20220413","59931","3581","3821","2367","23516","13932","271","2700","59.2","18.24","10.49","23913600"
"9384","内外トランスライン","202212","20230210","47320","6680","6874","4651","22133","16644","243","-","75.2","32.48","23.92","10698000"
"9385","ショーエイコーポレーション","202203","20220513","19268","176","183","89","12793","4524","715","5253","35.4","1.92","0.77","7850000"
"9386","日本コンセプト","202212","20230214","23081","4885","4709","3261","26177","16237","1134","1962","62","22.23","13.44","13868500"
"9399","ビート・ホールディングス・リミテッド（外国株）","-","-","-","-","-","-","-","-","-","-","-","-","-","60559957"
"9401","TBSホールディングス","202203","20220513","358269","20346","30707","32008","1201632","868455","54986","26000","72.3","3.88","2.78","171591065"
"9404","日本テレビホールディングス","202203","20220512","406395","58682","64838","47431","1060169","844742","18600","2580","79.7","5.72","4.53","263822080"
"9405","朝日放送グループホールディングス","202203","20220516","85100","4203","4792","2671","123788","66976","5299","12454","54.1","4.02","2.2","41833000"
"9408","新潟放送","202203","20220512","21051","1342","1441","818","26295","17799","300","363","67.7","4.67","3.17","6000000"
"9409","テレビ朝日ホールディングス","202203","20220511","298276","21431","26443","20999","498808","391917","36677","-","78.6","5.48","4.32","108529000"
"9412","スカパーJSATホールディングス","202203","20220428","119632","18862","20307","14579","378166","241989","10081","85351","64","6.12","3.82","297404212"
"9413","テレビ東京ホールディングス","202203","20220512","148070","8584","9159","6024","134076","89615","10000","5100","66.8","6.86","4.6","27579500"
"9414","日本BS放送","202208","20221007","12250","2394","2395","1599","24241","21545","4183","500","88.9","7.64","6.77","17809632"
"9416","ビジョン","202212","20230214","25487","2414","2422","1548","17951","12022","2535","967","67","13.99","9.42","50442300"
"9417","スマートバリュー","202206","20220812","3805","-15","8","1","4120","2135","959","1045","51.8","0.05","0.03","10679800"
"9418","U-NEXT","202208","20221013","237927","17321","16241","8687","153007","40279","96","59420","26.3","23.6","5.9","60092111"
"9419","ワイヤレスゲート","202212","20230214","8531","191","1","26","2939","891","908","591","30.3","2.96","0.87","10779774"
"9421","エヌジェイホールディングス","202206","20220810","10652","-869","-865","-1231","4645","1801","592","1624","38.8","-50.56","-23.66","5350400"
"9423","フォーバル・リアルストレート","202203","20220513","2153","52","52","50","802","422","83","-","52.6","12.2","5.84","24043800"
"9424","日本通信","202203","20220510","4634","279","298","294","1944","654","4528","-","33.6","63.98","15.47","165009239"
"9425","日本テレホン","202210","20221213","1551","-126","-127","-178","1572","1132","1054","152","72","-","-","5741500"
"9428","クロップス","202203","20220513","45318","2508","2672","1477","27502","9439","255","2024","34.3","16.96","5.66","9597400"
"9432","日本電信電話","202203","20220512","12156447","1768593","1795525","1181083","23862241","8282456","937950","7364271","34.7","14.91","5.04","3622012656"
"9433","KDDI","202203","20220513","5446708","1060592","1064497","672486","11084379","4982586","141852","1208121","45","13.81","6.22","2302712308"
"9434","ソフトバンク","202203","20220511","5690606","985746","880363","517517","12707913","1675200","204309","5999525","13.2","32.47","4.15","4787145170"
"9435","光通信","202203","20220516","578269","83036","107978","87360","1450453","467393","54259","612620","32.2","20.3","6.45","45049642"
"9436","沖縄セルラー電話","202203","20220427","73426","15222","15321","10660","118609","96418","1414","-","81.3","11.37","9.24","53755800"
"9438","エムティーアイ","202209","20221109","26479","870","485","-930","29265","14066","5218","3929","48.1","-5.91","-3.04","61263000"
"9439","エム・エイチ・グループ","202206","20220818","1848","29","37","16","1805","486","517","221","26.9","3.27","0.9","11492100"
"9441","ベルパーク","202212","20230209","102778","3534","3588","2521","43624","30340","1148","-","69.5","8.53","5.8","20197800"
"9444","トーシンホールディングス","202204","20220616","18030","595","556","315","23527","3179","742","15135","13.5","10.18","1.34","6536800"
"9445","フォーバルテレコム","202203","20220513","21801","1068","1001","868","11049","2324","542","2164","21","42.71","7.61","16757700"
"9446","サカイホールディングス","202209","20221111","14210","1223","1128","496","23380","3594","747","17184","15.4","13.72","2","10956500"
"9449","GMOインターネットグループ","202212","20230213","245696","43746","46025","13209","1542740","72176","5000","391160","4.7","18.13","0.89","110113337"
"9450","ファイバーゲート","202206","20220812","10624","1652","1604","1073","13087","3279","494","6650","25.1","30.85","9.54","20591200"
"9466","アイドママーケティングコミュニケーション","202203","20220513","6117","233","286","62","4771","3193","513","558","66.9","1.92","1.27","13520000"
"9467","アルファポリス","202203","20220513","9090","2194","2201","1389","10501","8779","863","37","83.6","17.08","13.9","9687400"
"9468","KADOKAWA","202203","20220512","221208","18519","20213","14078","325319","171900","40624","65283","52.8","9.41","4.73","141784120"
"9470","学研ホールディングス","202209","20221111","156032","6427","6929","3440","123682","48440","19817","41365","39.2","7.21","2.86","44633232"
